Name	Time	MaxSpeed	CurrentSpeed	Shortest	Fastest	StartSmart	DynamicSmart
S-N340-08	72615	100	100	0	0	0	2
S-CV1520-04	72615	80	80	0	0	0	1
S-N340-02	72615	100	100	0	0	0	28
S-CV197-01	72615	80	64	0	0	0	7
S-CV149-09	72615	80	8	0	0	0	26
S-N340-07	72615	100	100	0	0	0	1
S-CV144-01	72615	80	80	0	0	0	8
S-CV144-02	72615	80	80	0	0	0	8
S-CV1501-04	72615	80	52	0	0	0	16
S-N340-05	72615	100	100	0	0	0	15
S-N340-06	72615	100	100	0	0	0	29
S-N340a-02	72615	100	100	0	0	0	20
S-N340-04	72615	100	100	0	0	0	10
S-CV1501-02	72630	80	80	0	0	0	0
S-CV149-01	72630	80	80	0	0	0	16
S-N340a-04	72630	100	100	0	0	0	1
S-N340a-01	72630	100	100	0	0	0	11
S-CV149-05	72630	80	80	0	0	0	5
S-N340a-05	72630	100	100	0	0	0	7
S-N340a-03	72630	100	100	0	0	0	2
S-CV149-02	72630	80	80	0	0	0	59
S-N340-03	72630	100	100	0	0	0	0
S-CV149-08	72630	80	80	0	0	0	0
S-CV1520-02	72630	80	80	0	0	0	0
S-CV197-02	72630	80	80	0	0	0	0
S-CV149-04	72630	80	80	0	0	0	0
S-CV1501-03	72630	80	80	0	0	0	0
S-CV1501-01	72630	80	80	0	0	0	0
S-CV1520-01	72630	80	80	0	0	0	0
S-N340a-06	72630	100	80	0	0	0	16
S-N340-01	72630	100	100	0	0	0	7
S-CV149-10	72630	80	80	0	0	0	3
S-CV149-06	72630	80	80	0	0	0	7
S-CV1520-03	72630	80	80	0	0	0	3
S-N340-07	72630	100	100	0	0	0	1
S-N340-05	72630	100	100	0	0	0	12
S-CV149-09	72630	80	8	0	0	0	26
S-CV149-03	72630	80	80	0	0	0	0
S-N340-08	72630	100	100	0	0	0	1
S-N340-02	72630	100	100	0	0	0	29
S-CV144-02	72630	80	80	0	0	0	8
S-CV144-01	72630	80	80	0	0	0	9
S-N340-06	72630	100	100	0	0	0	21
S-CV1501-04	72630	80	40	0	0	0	18
S-CV197-01	72630	80	8	0	0	0	16
S-N340-04	72630	100	100	0	0	0	0
S-CV1520-04	72630	80	80	0	0	0	0
S-CV149-07	72630	80	80	0	0	0	0
S-N340a-02	72630	100	100	0	0	0	5
S-CV149-01	72645	80	80	0	0	0	16
S-CV1501-02	72645	80	80	0	0	0	0
S-N340-03	72645	100	100	0	0	0	0
S-CV149-08	72645	80	80	0	0	0	0
S-N340a-01	72645	100	100	0	0	0	7
S-CV149-05	72645	80	80	0	0	0	6
S-N340a-03	72645	100	100	0	0	0	6
S-N340a-04	72645	100	100	0	0	0	0
S-CV1520-02	72645	80	80	0	0	0	0
S-CV149-04	72645	80	80	0	0	0	0
S-CV197-02	72645	80	80	0	0	0	0
S-CV1501-03	72645	80	80	0	0	0	0
S-CV1501-01	72645	80	80	0	0	0	0
S-CV1520-01	72645	80	80	0	0	0	0
S-N340a-05	72645	100	100	0	0	0	6
S-CV149-02	72645	80	80	0	0	0	61
S-N340a-06	72645	100	80	0	0	0	16
S-N340-01	72645	100	100	0	0	0	5
S-CV149-10	72645	80	64	0	0	0	10
S-CV149-06	72645	80	80	0	0	0	5
S-CV1520-03	72645	80	80	0	0	0	3
S-N340a-02	72645	100	100	0	0	0	2
S-CV1501-04	72645	80	40	0	0	0	18
S-CV197-01	72645	80	8	0	0	0	19
S-N340-05	72645	100	100	0	0	0	13
S-N340-02	72645	100	100	0	0	0	29
S-CV144-01	72645	80	80	0	0	0	8
S-CV149-09	72645	80	40	0	0	0	19
S-N340-06	72645	100	100	0	0	0	22
S-CV144-02	72645	80	80	0	0	0	8
S-N340-08	72645	100	100	0	0	0	1
S-CV149-03	72645	80	80	0	0	0	0
S-CV149-07	72645	80	80	0	0	0	0
S-CV1520-04	72645	80	80	0	0	0	0
S-N340-04	72645	100	100	0	0	0	0
S-N340-07	72645	100	100	0	0	0	0
S-CV149-01	72660	80	80	0	0	0	16
S-CV1520-02	72660	80	80	0	0	0	1
S-CV197-02	72660	80	80	0	0	0	1
S-N340a-01	72660	100	100	0	0	0	7
S-CV149-05	72660	80	80	0	0	0	6
S-CV149-02	72660	80	80	0	0	0	58
S-N340a-05	72660	100	100	0	0	0	2
S-N340a-03	72660	100	100	0	0	0	6
S-CV1501-02	72660	80	80	0	0	0	0
S-N340-03	72660	100	100	0	0	0	0
S-CV149-08	72660	80	80	0	0	0	0
S-N340a-04	72660	100	100	0	0	0	0
S-CV149-04	72660	80	80	0	0	0	0
S-CV1501-03	72660	80	80	0	0	0	0
S-CV1501-01	72660	80	80	0	0	0	0
S-CV1520-01	72660	80	80	0	0	0	0
S-CV149-03	72660	80	80	0	0	0	1
S-N340-08	72660	100	100	0	0	0	1
S-N340-01	72660	100	100	0	0	0	5
S-CV149-10	72660	80	64	0	0	0	10
S-CV1520-03	72660	80	80	0	0	0	3
S-N340a-02	72660	100	100	0	0	0	2
S-CV149-06	72660	80	80	0	0	0	5
S-CV197-01	72660	80	8	0	0	0	19
S-N340-02	72660	100	100	0	0	0	27
S-CV144-01	72660	80	80	0	0	0	7
S-CV149-09	72660	80	52	0	0	0	15
S-N340-04	72660	100	100	0	0	0	5
S-CV144-02	72660	80	80	0	0	0	8
S-CV1520-04	72660	80	80	0	0	0	0
S-CV149-07	72660	80	80	0	0	0	0
S-N340-07	72660	100	100	0	0	0	0
S-N340a-06	72660	100	65	0	0	0	25
S-CV1501-04	72660	80	52	0	0	0	17
S-N340-05	72660	100	100	0	0	0	16
S-N340-06	72660	100	100	0	0	0	11
S-CV149-01	72675	80	80	0	0	0	21
S-CV1520-02	72675	80	80	0	0	0	4
S-CV1501-02	72675	80	80	0	0	0	0
S-N340-03	72675	100	100	0	0	0	0
S-CV149-08	72675	80	80	0	0	0	0
S-N340a-04	72675	100	100	0	0	0	0
S-CV149-04	72675	80	80	0	0	0	13
S-CV197-02	72675	80	80	0	0	0	1
S-N340a-01	72675	100	100	0	0	0	9
S-CV149-05	72675	80	80	0	0	0	5
S-CV149-02	72675	80	80	0	0	0	58
S-N340a-05	72675	100	100	0	0	0	5
S-N340a-03	72675	100	100	0	0	0	1
S-N340a-06	72675	100	65	0	0	0	24
S-CV149-03	72675	80	80	0	0	0	5
S-CV1501-03	72675	80	80	0	0	0	0
S-CV1501-01	72675	80	80	0	0	0	0
S-CV1520-01	72675	80	80	0	0	0	0
S-N340-08	72675	100	100	0	0	0	4
S-N340-01	72675	100	100	0	0	0	7
S-CV149-10	72675	80	64	0	0	0	9
S-CV149-06	72675	80	80	0	0	0	12
S-CV1520-03	72675	80	80	0	0	0	5
S-N340a-02	72675	100	100	0	0	0	2
S-CV149-07	72675	80	80	0	0	0	0
S-CV1501-04	72675	80	52	0	0	0	15
S-CV197-01	72675	80	8	0	0	0	19
S-N340-02	72675	100	100	0	0	0	19
S-CV144-01	72675	80	80	0	0	0	4
S-CV149-09	72675	80	52	0	0	0	15
S-N340-04	72675	100	100	0	0	0	6
S-N340-06	72675	100	100	0	0	0	11
S-CV144-02	72675	80	80	0	0	0	8
S-N340-05	72675	100	100	0	0	0	15
S-N340-07	72675	100	100	0	0	0	1
S-CV1520-04	72675	80	80	0	0	0	0
S-CV1501-02	72690	80	80	0	0	0	0
S-CV149-01	72690	80	80	0	0	0	19
S-CV149-08	72690	80	80	0	0	0	0
S-N340-03	72690	100	100	0	0	0	0
S-N340a-04	72690	100	100	0	0	0	10
S-CV1520-02	72690	80	80	0	0	0	5
S-CV197-02	72690	80	80	0	0	0	1
S-CV149-04	72690	80	80	0	0	0	20
S-N340a-01	72690	100	100	0	0	0	8
S-CV149-05	72690	80	80	0	0	0	6
S-CV149-02	72690	80	80	0	0	0	56
S-N340a-05	72690	100	100	0	0	0	6
S-N340a-03	72690	100	100	0	0	0	1
S-N340a-06	72690	100	100	0	0	0	8
S-CV1501-03	72690	80	80	0	0	0	0
S-CV1501-01	72690	80	80	0	0	0	0
S-CV1520-01	72690	80	80	0	0	0	0
S-N340-01	72690	100	100	0	0	0	7
S-N340-08	72690	100	100	0	0	0	3
S-CV149-03	72690	80	80	0	0	0	5
S-CV149-10	72690	80	80	0	0	0	2
S-CV149-06	72690	80	80	0	0	0	12
S-CV1520-03	72690	80	80	0	0	0	5
S-N340a-02	72690	100	100	0	0	0	1
S-CV197-01	72690	80	8	0	0	0	16
S-N340-02	72690	100	100	0	0	0	24
S-CV144-01	72690	80	80	0	0	0	4
S-CV149-09	72690	80	52	0	0	0	15
S-N340-04	72690	100	100	0	0	0	7
S-N340-06	72690	100	100	0	0	0	11
S-CV1501-04	72690	80	52	0	0	0	15
S-N340-05	72690	100	100	0	0	0	15
S-N340-07	72690	100	100	0	0	0	1
S-CV144-02	72690	80	80	0	0	0	7
S-CV149-07	72690	80	80	0	0	0	0
S-CV1520-04	72690	80	80	0	0	0	0
S-CV1501-02	72705	80	80	0	0	0	0
S-CV149-01	72705	80	80	0	0	0	19
S-CV1520-02	72705	80	80	0	0	0	5
S-N340a-04	72705	100	100	0	0	0	10
S-CV149-04	72705	80	80	0	0	0	20
S-N340a-01	72705	100	100	0	0	0	4
S-CV149-08	72705	80	80	0	0	0	0
S-N340-03	72705	100	100	0	0	0	0
S-CV197-02	72705	80	80	0	0	0	0
S-CV149-05	72705	80	80	0	0	0	5
S-CV149-02	72705	80	80	0	0	0	56
S-N340a-05	72705	100	100	0	0	0	5
S-N340a-03	72705	100	100	0	0	0	5
S-CV1501-03	72705	80	80	0	0	0	0
S-CV1501-01	72705	80	80	0	0	0	0
S-CV1520-01	72705	80	80	0	0	0	0
S-N340-08	72705	100	100	0	0	0	3
S-CV149-03	72705	80	80	0	0	0	5
S-N340-01	72705	100	100	0	0	0	7
S-CV149-10	72705	80	80	0	0	0	1
S-CV1520-03	72705	80	80	0	0	0	5
S-CV197-01	72705	80	8	0	0	0	16
S-CV149-06	72705	80	80	0	0	0	23
S-CV149-07	72705	80	80	0	0	0	0
S-N340a-02	72705	100	100	0	0	0	1
S-CV1501-04	72705	80	80	0	0	0	0
S-CV1520-04	72705	80	80	0	0	0	0
S-N340a-06	72705	100	95	0	0	0	12
S-N340-02	72705	100	100	0	0	0	28
S-CV149-09	72705	80	64	0	0	0	10
S-CV144-01	72705	80	80	0	0	0	3
S-N340-04	72705	100	100	0	0	0	1
S-CV144-02	72705	80	80	0	0	0	7
S-N340-06	72705	100	100	0	0	0	12
S-N340-05	72705	100	100	0	0	0	15
S-N340-07	72705	100	100	0	0	0	3
S-CV1501-02	72720	80	80	0	0	0	0
S-CV149-01	72720	80	80	0	0	0	19
S-N340a-04	72720	100	95	0	0	0	17
S-CV1520-02	72720	80	80	0	0	0	7
S-CV149-04	72720	80	80	0	0	0	21
S-N340a-01	72720	100	100	0	0	0	2
S-CV149-05	72720	80	80	0	0	0	6
S-CV149-08	72720	80	80	0	0	0	0
S-N340-03	72720	100	100	0	0	0	0
S-CV197-02	72720	80	80	0	0	0	0
S-CV149-02	72720	80	80	0	0	0	59
S-CV1501-03	72720	80	80	0	0	0	0
S-N340a-05	72720	100	100	0	0	0	0
S-N340a-03	72720	100	100	0	0	0	7
S-N340a-06	72720	100	95	0	0	0	9
S-CV149-03	72720	80	80	0	0	0	5
S-N340-01	72720	100	100	0	0	0	7
S-N340-08	72720	100	100	0	0	0	3
S-CV149-10	72720	80	76	0	0	0	8
S-CV149-06	72720	80	80	0	0	0	18
S-CV1520-03	72720	80	80	0	0	0	5
S-N340a-02	72720	100	100	0	0	0	1
S-CV197-01	72720	80	40	0	0	0	15
S-N340-02	72720	100	100	0	0	0	19
S-CV144-01	72720	80	80	0	0	0	1
S-N340-06	72720	100	100	0	0	0	13
S-CV144-02	72720	80	80	0	0	0	5
S-N340-05	72720	100	100	0	0	0	19
S-CV1501-01	72720	80	80	0	0	0	0
S-CV1520-01	72720	80	80	0	0	0	0
S-CV149-07	72720	80	80	0	0	0	0
S-CV1501-04	72720	80	80	0	0	0	0
S-CV1520-04	72720	80	80	0	0	0	0
S-CV149-09	72720	80	80	0	0	0	0
S-N340-04	72720	100	100	0	0	0	1
S-N340-07	72720	100	100	0	0	0	3
S-CV1501-02	72735	80	80	0	0	0	0
S-CV1520-02	72735	80	80	0	0	0	6
S-CV197-02	72735	80	80	0	0	0	1
S-N340a-01	72735	100	100	0	0	0	8
S-CV149-05	72735	80	80	0	0	0	6
S-N340-03	72735	100	100	0	0	0	0
S-CV149-08	72735	80	80	0	0	0	0
S-N340a-04	72735	100	95	0	0	0	17
S-CV149-01	72735	80	80	0	0	0	25
S-CV149-04	72735	80	76	0	0	0	29
S-CV149-02	72735	80	80	0	0	0	59
S-N340a-05	72735	100	100	0	0	0	3
S-N340a-03	72735	100	100	0	0	0	4
S-N340a-06	72735	100	95	0	0	0	12
S-CV149-03	72735	80	80	0	0	0	5
S-N340-08	72735	100	100	0	0	0	7
S-N340-01	72735	100	100	0	0	0	9
S-CV149-10	72735	80	64	0	0	0	10
S-CV1520-03	72735	80	80	0	0	0	2
S-CV197-01	72735	80	40	0	0	0	15
S-CV1501-03	72735	80	80	0	0	0	0
S-CV1501-01	72735	80	80	0	0	0	0
S-CV1520-01	72735	80	80	0	0	0	0
S-CV149-07	72735	80	80	0	0	0	0
S-N340a-02	72735	100	100	0	0	0	0
S-CV1501-04	72735	80	80	0	0	0	0
S-CV1520-04	72735	80	80	0	0	0	0
S-CV149-06	72735	80	80	0	0	0	22
S-CV149-09	72735	80	76	0	0	0	6
S-CV144-01	72735	80	80	0	0	0	1
S-CV144-02	72735	80	80	0	0	0	2
S-N340-04	72735	100	100	0	0	0	0
S-N340-06	72735	100	100	0	0	0	13
S-N340-02	72735	100	100	0	0	0	20
S-N340-05	72735	100	100	0	0	0	15
S-N340-07	72735	100	100	0	0	0	5
S-CV1501-02	72750	80	80	0	0	0	0
S-CV149-01	72750	80	80	0	0	0	25
S-N340a-04	72750	100	100	0	0	0	10
S-N340-03	72750	100	100	0	0	0	0
S-CV149-08	72750	80	80	0	0	0	0
S-CV1520-02	72750	80	80	0	0	0	5
S-CV197-02	72750	80	80	0	0	0	3
S-CV149-04	72750	80	76	0	0	0	29
S-CV149-05	72750	80	80	0	0	0	5
S-N340a-01	72750	100	100	0	0	0	7
S-CV149-02	72750	80	80	0	0	0	45
S-N340a-05	72750	100	100	0	0	0	6
S-N340a-03	72750	100	100	0	0	0	3
S-CV1501-01	72750	80	80	0	0	0	0
S-CV1501-03	72750	80	80	0	0	0	0
S-N340a-06	72750	100	100	0	0	0	8
S-CV149-03	72750	80	80	0	0	0	5
S-N340-08	72750	100	100	0	0	0	4
S-CV149-06	72750	80	80	0	0	0	22
S-CV1520-03	72750	80	80	0	0	0	2
S-N340a-02	72750	100	100	0	0	0	10
S-CV1520-01	72750	80	80	0	0	0	0
S-CV1501-04	72750	80	80	0	0	0	0
S-CV149-07	72750	80	80	0	0	0	0
S-CV149-10	72750	80	52	0	0	0	12
S-N340-01	72750	100	100	0	0	0	9
S-CV1520-04	72750	80	80	0	0	0	0
S-CV197-01	72750	80	40	0	0	0	15
S-N340-02	72750	100	100	0	0	0	21
S-N340-06	72750	100	100	0	0	0	19
S-CV144-01	72750	80	80	0	0	0	2
S-CV149-09	72750	80	80	0	0	0	0
S-CV144-02	72750	80	80	0	0	0	2
S-N340-05	72750	100	100	0	0	0	14
S-N340-07	72750	100	100	0	0	0	4
S-N340-04	72750	100	100	0	0	0	0
S-CV1501-02	72765	80	80	0	0	0	0
S-CV149-01	72765	80	80	0	0	0	17
S-N340a-04	72765	100	100	0	0	0	4
S-CV149-04	72765	80	76	0	0	0	37
S-N340a-01	72765	100	100	0	0	0	7
S-CV197-02	72765	80	80	0	0	0	1
S-CV149-02	72765	80	80	0	0	0	45
S-N340a-03	72765	100	100	0	0	0	2
S-N340a-06	72765	100	100	0	0	0	1
S-CV1520-01	72765	80	80	0	0	0	0
S-CV1501-01	72765	80	80	0	0	0	0
S-N340a-05	72765	100	100	0	0	0	8
S-CV1501-03	72765	80	80	0	0	0	0
S-N340-03	72765	100	100	0	0	0	0
S-CV149-08	72765	80	80	0	0	0	0
S-CV1520-02	72765	80	80	0	0	0	0
S-CV149-05	72765	80	80	0	0	0	9
S-N340-01	72765	100	100	0	0	0	7
S-CV149-10	72765	80	80	0	0	0	4
S-CV149-06	72765	80	80	0	0	0	22
S-CV1520-03	72765	80	80	0	0	0	2
S-N340a-02	72765	100	100	0	0	0	17
S-CV1520-04	72765	80	80	0	0	0	2
S-CV197-01	72765	80	40	0	0	0	15
S-N340-02	72765	100	100	0	0	0	26
S-N340-06	72765	100	100	0	0	0	19
S-CV144-02	72765	80	80	0	0	0	2
S-CV144-01	72765	80	80	0	0	0	1
S-N340-05	72765	100	100	0	0	0	14
S-N340-07	72765	100	100	0	0	0	4
S-CV149-07	72765	80	80	0	0	0	0
S-CV1501-04	72765	80	80	0	0	0	0
S-CV149-09	72765	80	80	0	0	0	0
S-N340-04	72765	100	100	0	0	0	0
S-N340-08	72765	100	100	0	0	0	4
S-CV149-03	72765	80	80	0	0	0	10
S-N340a-04	72780	100	100	0	0	0	4
S-CV149-04	72780	80	76	0	0	0	38
S-N340a-01	72780	100	100	0	0	0	7
S-CV149-05	72780	80	80	0	0	0	9
S-CV149-02	72780	80	80	0	0	0	45
S-N340a-05	72780	100	100	0	0	0	6
S-N340a-03	72780	100	100	0	0	0	2
S-N340a-06	72780	100	100	0	0	0	4
S-CV1501-02	72780	80	80	0	0	0	0
S-N340-03	72780	100	100	0	0	0	0
S-CV149-08	72780	80	80	0	0	0	0
S-CV1520-02	72780	80	80	0	0	0	0
S-CV1501-03	72780	80	80	0	0	0	0
S-CV1501-01	72780	80	80	0	0	0	0
S-CV1520-01	72780	80	80	0	0	0	0
S-CV197-02	72780	80	80	0	0	0	0
S-CV149-01	72780	80	80	0	0	0	17
S-N340-01	72780	100	100	0	0	0	5
S-CV149-10	72780	80	80	0	0	0	3
S-CV1520-03	72780	80	80	0	0	0	2
S-CV1520-04	72780	80	80	0	0	0	3
S-N340-07	72780	100	100	0	0	0	3
S-CV144-01	72780	80	80	0	0	0	2
S-N340-08	72780	100	100	0	0	0	4
S-CV149-07	72780	80	80	0	0	0	0
S-CV1501-04	72780	80	80	0	0	0	0
S-CV149-09	72780	80	80	0	0	0	0
S-N340-04	72780	100	100	0	0	0	0
S-CV144-02	72780	80	80	0	0	0	3
S-CV197-01	72780	80	40	0	0	0	15
S-N340-05	72780	100	100	0	0	0	14
S-N340a-02	72780	100	100	0	0	0	17
S-CV149-03	72780	80	80	0	0	0	5
S-N340-06	72780	100	100	0	0	0	15
S-CV149-06	72780	80	80	0	0	0	22
S-N340-02	72780	100	100	0	0	0	25
S-CV1501-02	72795	80	80	0	0	0	0
S-CV149-01	72795	80	80	0	0	0	27
S-N340a-04	72795	100	100	0	0	0	1
S-CV197-02	72795	80	80	0	0	0	1
S-CV149-05	72795	80	80	0	0	0	6
S-CV149-02	72795	80	80	0	0	0	49
S-CV149-04	72795	80	76	0	0	0	42
S-CV1501-03	72795	80	80	0	0	0	2
S-N340a-05	72795	100	100	0	0	0	5
S-N340a-01	72795	100	100	0	0	0	10
S-N340-03	72795	100	100	0	0	0	0
S-CV1520-02	72795	80	80	0	0	0	0
S-N340a-03	72795	100	100	0	0	0	0
S-CV1501-01	72795	80	80	0	0	0	0
S-CV1520-01	72795	80	80	0	0	0	0
S-CV149-08	72795	80	80	0	0	0	0
S-N340a-06	72795	100	100	0	0	0	4
S-N340-08	72795	100	100	0	0	0	8
S-CV149-03	72795	80	80	0	0	0	5
S-N340-01	72795	100	100	0	0	0	6
S-CV149-06	72795	80	80	0	0	0	16
S-CV149-10	72795	80	80	0	0	0	3
S-CV1520-03	72795	80	80	0	0	0	3
S-CV149-07	72795	80	80	0	0	0	0
S-N340a-02	72795	100	100	0	0	0	20
S-CV1501-04	72795	80	80	0	0	0	0
S-CV1520-04	72795	80	80	0	0	0	3
S-CV197-01	72795	80	40	0	0	0	15
S-N340-02	72795	100	100	0	0	0	24
S-CV144-01	72795	80	80	0	0	0	3
S-CV149-09	72795	80	80	0	0	0	4
S-N340-06	72795	100	100	0	0	0	15
S-N340-05	72795	100	100	0	0	0	13
S-N340-07	72795	100	100	0	0	0	5
S-CV144-02	72795	80	80	0	0	0	5
S-N340-04	72795	100	100	0	0	0	0
S-CV1501-02	72810	80	80	0	0	0	0
S-N340a-04	72810	100	100	0	0	0	1
S-CV149-01	72810	80	80	0	0	0	27
S-CV197-02	72810	80	80	0	0	0	3
S-CV149-04	72810	80	76	0	0	0	29
S-N340a-01	72810	100	100	0	0	0	7
S-CV149-05	72810	80	80	0	0	0	6
S-N340a-05	72810	100	100	0	0	0	2
S-N340a-03	72810	100	100	0	0	0	4
S-N340-03	72810	100	100	0	0	0	0
S-CV149-08	72810	80	80	0	0	0	0
S-CV1501-03	72810	80	80	0	0	0	0
S-CV1520-02	72810	80	80	0	0	0	0
S-CV1520-01	72810	80	80	0	0	0	0
S-CV1501-01	72810	80	80	0	0	0	0
S-CV149-02	72810	80	80	0	0	0	44
S-N340a-06	72810	100	100	0	0	0	5
S-CV149-03	72810	80	80	0	0	0	5
S-N340-08	72810	100	100	0	0	0	4
S-N340-01	72810	100	100	0	0	0	6
S-CV149-06	72810	80	80	0	0	0	16
S-CV1520-03	72810	80	80	0	0	0	3
S-N340a-02	72810	100	100	0	0	0	21
S-CV149-10	72810	80	80	0	0	0	3
S-CV149-07	72810	80	80	0	0	0	0
S-CV1501-04	72810	80	80	0	0	0	0
S-CV1520-04	72810	80	80	0	0	0	3
S-CV197-01	72810	80	40	0	0	0	15
S-N340-02	72810	100	100	0	0	0	24
S-CV144-01	72810	80	80	0	0	0	6
S-CV149-09	72810	80	80	0	0	0	2
S-N340-06	72810	100	100	0	0	0	21
S-N340-05	72810	100	100	0	0	0	12
S-N340-07	72810	100	100	0	0	0	3
S-N340-04	72810	100	100	0	0	0	0
S-CV144-02	72810	80	80	0	0	0	11
S-CV149-01	72825	80	80	0	0	0	23
S-CV197-02	72825	80	76	0	0	0	4
S-N340a-04	72825	100	100	0	0	0	3
S-CV1501-02	72825	80	80	0	0	0	0
S-N340-03	72825	100	100	0	0	0	0
S-CV149-08	72825	80	80	0	0	0	0
S-CV1520-02	72825	80	80	0	0	0	0
S-CV149-04	72825	80	76	0	0	0	31
S-CV149-02	72825	80	80	0	0	0	38
S-N340a-01	72825	100	100	0	0	0	4
S-CV149-05	72825	80	80	0	0	0	5
S-CV1501-03	72825	80	80	0	0	0	0
S-N340a-05	72825	100	100	0	0	0	0
S-N340a-03	72825	100	100	0	0	0	7
S-CV1501-01	72825	80	80	0	0	0	0
S-CV1520-01	72825	80	80	0	0	0	0
S-N340a-06	72825	100	100	0	0	0	2
S-CV149-03	72825	80	80	0	0	0	8
S-N340-01	72825	100	100	0	0	0	6
S-N340-08	72825	100	100	0	0	0	4
S-CV149-10	72825	80	80	0	0	0	1
S-CV1520-03	72825	80	80	0	0	0	3
S-CV149-06	72825	80	80	0	0	0	5
S-N340a-02	72825	100	100	0	0	0	21
S-CV1520-04	72825	80	80	0	0	0	5
S-CV197-01	72825	80	40	0	0	0	15
S-CV149-07	72825	80	80	0	0	0	0
S-CV1501-04	72825	80	80	0	0	0	0
S-N340-02	72825	100	100	0	0	0	25
S-CV144-01	72825	80	80	0	0	0	7
S-CV149-09	72825	80	80	0	0	0	2
S-N340-06	72825	100	100	0	0	0	21
S-CV144-02	72825	80	80	0	0	0	19
S-N340-05	72825	100	100	0	0	0	13
S-N340-07	72825	100	100	0	0	0	3
S-N340-04	72825	100	100	0	0	0	0
S-CV1501-02	72840	80	80	0	0	0	0
S-CV149-01	72840	80	80	0	0	0	23
S-N340a-04	72840	100	100	0	0	0	3
S-CV149-08	72840	80	80	0	0	0	0
S-CV1520-02	72840	80	80	0	0	0	0
S-N340-03	72840	100	100	0	0	0	0
S-CV197-02	72840	80	76	0	0	0	4
S-CV149-04	72840	80	80	0	0	0	25
S-N340a-01	72840	100	100	0	0	0	4
S-CV149-05	72840	80	80	0	0	0	5
S-CV1501-03	72840	80	80	0	0	0	0
S-CV149-02	72840	80	80	0	0	0	45
S-N340a-03	72840	100	100	0	0	0	7
S-N340a-06	72840	100	100	0	0	0	5
S-N340-08	72840	100	100	0	0	0	4
S-CV149-03	72840	80	80	0	0	0	8
S-N340-01	72840	100	100	0	0	0	6
S-CV149-10	72840	80	80	0	0	0	4
S-CV149-06	72840	80	80	0	0	0	1
S-N340a-05	72840	100	100	0	0	0	0
S-CV1501-01	72840	80	80	0	0	0	0
S-CV1520-01	72840	80	80	0	0	0	0
S-CV1520-03	72840	80	80	0	0	0	3
S-N340a-02	72840	100	100	0	0	0	13
S-CV149-07	72840	80	80	0	0	0	0
S-CV1501-04	72840	80	80	0	0	0	0
S-CV1520-04	72840	80	80	0	0	0	7
S-CV197-01	72840	80	8	0	0	0	19
S-N340-02	72840	100	100	0	0	0	27
S-CV144-01	72840	80	80	0	0	0	7
S-N340-06	72840	100	100	0	0	0	18
S-CV144-02	72840	80	76	0	0	0	22
S-N340-05	72840	100	100	0	0	0	8
S-N340-07	72840	100	100	0	0	0	4
S-CV149-09	72840	80	80	0	0	0	0
S-N340-04	72840	100	100	0	0	0	0
S-CV1501-02	72855	80	80	0	0	0	0
S-CV149-01	72855	80	80	0	0	0	27
S-N340a-04	72855	100	100	0	0	0	0
S-CV197-02	72855	80	80	0	0	0	2
S-CV149-08	72855	80	80	0	0	0	0
S-N340-03	72855	100	100	0	0	0	0
S-CV1520-02	72855	80	80	0	0	0	0
S-CV149-04	72855	80	76	0	0	0	27
S-N340a-01	72855	100	100	0	0	0	5
S-CV149-05	72855	80	80	0	0	0	2
S-CV149-02	72855	80	80	0	0	0	44
S-N340a-05	72855	100	100	0	0	0	7
S-N340a-03	72855	100	100	0	0	0	1
S-N340a-06	72855	100	100	0	0	0	7
S-CV149-03	72855	80	80	0	0	0	8
S-N340-08	72855	100	100	0	0	0	6
S-N340-01	72855	100	100	0	0	0	6
S-CV1501-03	72855	80	80	0	0	0	0
S-CV1501-01	72855	80	80	0	0	0	0
S-CV1520-01	72855	80	80	0	0	0	0
S-CV149-10	72855	80	76	0	0	0	5
S-CV149-06	72855	80	80	0	0	0	3
S-CV1520-03	72855	80	80	0	0	0	5
S-N340a-02	72855	100	100	0	0	0	14
S-CV197-01	72855	80	8	0	0	0	19
S-CV1520-04	72855	80	80	0	0	0	7
S-CV149-09	72855	80	80	0	0	0	4
S-CV149-07	72855	80	80	0	0	0	0
S-CV1501-04	72855	80	80	0	0	0	0
S-N340-02	72855	100	100	0	0	0	26
S-CV144-01	72855	80	80	0	0	0	6
S-N340-04	72855	100	100	0	0	0	0
S-N340-05	72855	100	100	0	0	0	7
S-CV144-02	72855	80	76	0	0	0	22
S-N340-07	72855	100	100	0	0	0	3
S-N340-06	72855	100	100	0	0	0	16
S-CV1501-02	72870	80	80	0	0	0	0
S-CV149-01	72870	80	80	0	0	0	27
S-CV197-02	72870	80	80	0	0	0	2
S-CV149-04	72870	80	80	0	0	0	26
S-N340a-01	72870	100	100	0	0	0	3
S-N340-03	72870	100	100	0	0	0	0
S-CV149-08	72870	80	80	0	0	0	0
S-N340a-04	72870	100	100	0	0	0	0
S-CV1520-02	72870	80	80	0	0	0	0
S-CV149-05	72870	80	80	0	0	0	1
S-CV149-02	72870	80	80	0	0	0	45
S-N340a-05	72870	100	100	0	0	0	8
S-N340a-03	72870	100	100	0	0	0	2
S-CV1501-03	72870	80	80	0	0	0	0
S-N340a-06	72870	100	100	0	0	0	8
S-CV149-03	72870	80	80	0	0	0	3
S-CV1501-01	72870	80	80	0	0	0	0
